rating,text
5,Very pleased with the level of professional customer service within the entire staff overall....thank ypu!
5,Peak Health Dentistry is great! I have dental anxiety and Dr. Mishler and staff are always so kind and understanding! They are wonderful. I\u2019m sure I\u2019m a difficult patient and they have always been patient and go above and beyond to make sure I am comfortable and feel heard.  I super recommend them! Awesome group of people there!
5,"Thanks Dr. Ben for the great experience you continue to provide for all of our children\u2019s dental needs  over the past five years!  Your hygentist (Tom), and front desk staff are always welcoming, kind, and knowledge!   My 8 year-old daughter was amazed at how pleasant her experience was with getting a filling.  Laughing gas, movie/headphones, and blanket contributed to an amazing experience. She actually had fun at the dentist! Thanks for making it as pleasant as possible to have dental needs met!"
5,Everyone is ALWAYS pleasant and helpful. Make you feel comfortable and at home.
5,Thanks Monica for another wonderful experience at the dentist. You always do a great job and make my visit as comfortable as possible. Jim P.
5,I have been coming here for my dental needs for 20+ years. Dr. Just and his staff treat me well and I am extremely happy with the care I receive. I would recommend this fine group of people to anyone looking for quality dental care for yourself and family. We couldn\u2019t be happier.
5,"Going to the dentist is not one of my favorite things.   Peak Health Dentistry  at Gentle Care is a warm , caring office to visit.  Everyone from the front office staff, dental assistants, hygentists and the doctor themselves, are very personable and genuinely care\nfor me. They always answer any questions I may have and make every visit as comfortable as possible.  I recommend them to everyone I know who needs dental care."
5,Twenty two years is how long we have been coming here. I wouldn\u2019t go anywhere else. Amazing staff!  Practically like family at this point!
5,"They..\""Peak\""..are a good, professional outfit.  I wish I could say that about all my health care providers."
4,"I always have a great experience at Peak Health Dentistry. They create a bond with the patient, listen to any concerns or questions. They are great at reminding you of your upcoming appointments (call, text, and email) Oh I even got a Happy Birthday email from them! I have Monica has my hygienist and she is great! Very social, gentle on my teeth (lots of sensitivity)  and she makes me feel very relaxed. Some other things about the place is they give you sunglasses to help with the bright lights. They have a cool treasure chest full of goodies for kids that have no cavities, and I really like how they treat me as a patient and a person. I definitely recommend them :)"
5,What more can I say except that they are awesome! They are friendly and efficient. I was a late to my appointment because I had mistakenly thought it was at a different time but they still were able to work me in and did a fantastic job!   I have referred others there too and would happily refer anyone to Dr. Mishler and his staff!
5,Everyone from Gwen at the front desk and Dr. Just behind the dentist glasses is \u201cJust\u201d amazing friendly and kind. Monica is an outstanding hygienist. My children LOVE going to the dentist because of the individualized care and attention.\nThanks Peak!!
5,"By far the best dental office in town!  The staff is amazing!!!  The ladies at the front desk are very friendly and always remember my whole family.  The office is very clean and offer so many amazing things like heated neck wraps, blankets, and even movie glasses for those really long appointments.  If you ever decide to get any dental work done, go see Dan!  He's very gentle, makes sure you feel comfortable and is very efficient.  I definitely recommend this office to everyone!"
5,"I love the atmosphere of this dentist office. Everyone is professional looking and they treat you so well. I had a toothache and was able to be seen within 30 minutes. I love going to this dentist office because they offer you an excellent service. They also offer the simple things that can make a visit to the dentists office easier like lip balm, movie glasses, and comfy chairs."
5,"Sometimes having a great hygienist makes a big difference in how comfortable and relaxing dental visits are, and Peak Health has some great ones. I\u2019m willing to drive farther to get to this location than I normally would just because it\u2019s such a better experience every 6 months. The dentists are good too - very thorough."
5,"What is most impressive about this office that I have not had at other places is they always ask how you are doing. They put chapstick on my lips so they don\u2019t get chapped, and they let you know what they will be doing next. Everyone is very welcoming."
5,"We've been customers for over 8 years now and love the doctors and the staff. From scheduling an appointment, to the visit, to even follow up calls, the staff is friendly and welcoming. No matter if it's an adult or a child, they do their best to serve and accommodate. My kids enjoy going to the dentist and look forward to each visit! Whether you are an individual or looking for a family dentistry, you'll love Peak Health Dentistry!"
5,I would recommend and have been recommending Peak Health as often as I can.\n\nI was treated very well by the dentist and all his staff.\n\nMy dental work over 2 years was extensive and they did a very good job.  I no longer have to hide my teeth when I smile.\n\nI especially want to mention that my dental experiences were made as comfortable as could be by the dental assistant.\n\nThe front desk staff was always very friendly and helpful including my requests by email.\n\nI would also like to mention the folks that cleaned my teeth were very helpful and friendly.\n\nThey all made sure I was comfortable and all my questions and concerns were answered.
5,"Our Hygienist, Dan, is thorough and keeps things lively with his humor. He provides good resources and tips for improvement while also cleaning our teeth thoroughly.\nDr. Mishler is wonderful at what he does. He is gentle and understanding. He was willing to correct a chipped tooth at no cost because of the circumstances that caused it. Patient satisfaction and education are definitely his priorities!\nThe office staff are friendly and efficient. They work with insurance companies effectively and are always willing to work with changing schedules!\nDefinitely recommend this dental practice to anyone in the Anchorage area!"
5,"I love the team at Gentle Dental Center. I\u2019m not too fond of going to the dentist but this team does everything they can to make it as comfortable as can be for me anytime I go regardless the visit. They are a very happy, welcoming group!"
5,I received excellent care this week as always. We love the friendly staff and care providers.  They've always worked with us and our insurance company to make getting dental care as painless as possible.
5,Nice and efficient staff. Peak Dentistry accepts ASD AEA insurance.
5,"I have always had great service , the Dr\u2019s and staff are very customer service oriented. I\nWould highly recommend!!"
5,"I am amazed at all the new dental technology that they use and invest in for their customers, to give us the best care possible! Everyone is very helpful and friendly. with the info I have received from them it has helped me take great care of my own teeth at home, I couldn\u2019t be happier!"
5,Everyone I interacted with was very friendly and knowledgeable.
4,"Pleasant friendly, and EXPENSIVE!"
5,"The staff at Peak Health Dentistry are so helpful and knowledgeable. They are welcoming and make you feel like you are apart of their family. So much that my daughters get excited to go to the dentist and make sure that they brush every night so that they don't get \""cavity bugs\"" because they want to stay on the \""No Cavity Club\""! They are they best dental office that we have been to."
4,"2015: 7am appointments fit my schedule. Paraffin hand wax feels great. I work with the same hygienist every time, which I really like. // 2016 still great. I had a filling today and I felt they really worked to make it as pleasant as possible. // 2019 edit: still love this place"
5,My hygienist Tom was very thorough and extremely helpful in educating me. And Jennifer was also very helpful in promptly getting my records sent over to my MD when I needed them. I appreciate their help very much!
5,"Hands down THE best dental experience I've ever had. Been a patient for several years and can't think of a single thing I'd change. I especially love the warm neck wrap and fuzzy blanket I get during my cleanings. Super thorough, appreciate the education following my visit, and the oral cancer screenings are an added bonus! Thank you Peak Health Dentistry. I'll keep referring my friends to you as well."
5,I decided to go to Peak because my husband and kids are seen here. So I figured it would be much more simple. I was very nervous to see a new dentist as I have had many horrible experiences in the past. I am SO glad I switched to Peak! They did everything they could to make my visit comfortable. They even offered things to help that haven't been offered at any other dentist that I have seen in the past. The staff here is very friendly and professional. My search for the perfect dentist is over and I know that the next time I go back I have nothing to worry about!
5,"I've been going to Gentle Care for almost 20 years, since I was a kid. I love the friendly and customer-service oriented staff, and Dr. Just has taken great care of my teeth over the years. It's always a pleasant experience visiting Dr. Just and his staff, even when I'm going in for not-so-pleasant procedures. They obviously care about their patients, which is a rare quality I think. I recommend them to all my friends and family! I mean, if Dr. Just is the team dentist for the Alaska Aces, I trust him with my teeth!"
5,Definitely was a relaxing and comfortable painless experience.    And this comes from a big baby when it comes to getting working done.   My comfort was their number one concern   Thank you
5,"You are the only place I will do this for, just because I appreciate you so much."
5,Very nice staff!  Got me in same day for toothache.  Thorough exam and a number of different options provided for treatment.  Thank you!  -Mike
5,I've been going here for years and love it. I've sent many friends and my husband here as well. Everyone is so nice and good at making you feel comfortable. 10/10 would reccomend!
5,Friendly staff and dentists works to ensure an all around positive experience every time (fillings and cleanings) Excellent techniques and equipment in use. Good location and comfortable waiting area. I\u2019ve been going about two years.
5,"Very please with  the professional experience I had . The relaxing atmosphere is very nice. Staff gives off a friendly vibe and great you as you come in instead of ignoring you, which I appreciate. Dental cleaning was perfect and through."
5,"It's the best care I've had in my 49+ years on earth.  Basically, Dr. Ben Mishler is my dentist, and he's at the cutting edge of dentistry, and an excellent communicator, a straight shooter.  Am really impressed with the staff, too, without exception.  They all are is super cool, friendly, upbeat, with a high-level of expertise, efficiency.  The practice seems to embrace technology.   So far, in my life, I've probably had 4-5 dentists, each spanning several years.  This practice feels the most like home, like it is where I want to be for quality, positive dental care."
5,Updated again! Brought my 5 year old with me the first time and we both received top notch care. Dan was FANTASTIC and super patient with my kiddo. Love these guys.\n\nUpdating my review! Still the best place to go fir dental care. They listen. To your anxieties and strive to make you as comfortable as possible!\n\n(Older review)Love this place.\nTom and Monica have provided me with FANTASTIC care and I love that they always talk me through the process. It helps me not feel anxious at all!
5,This dental office was very thorough and really nice people work there. I was really  taken aback when they asked if I wanted a hot towel for my neck. Will be going back for sure.
5,The staff is very friendly and knowledgeable. They are always checking on my comfort and very attentive to my needs.\nThanks ya'll!
5,"It was my son's first visit to the dentist.  He is three years old. This office was so fantastic.  Our hygienist was kind and friendly, explained and showed him what she was going to do, and made him feel comfortable.  She was able to accommodate for the fact that he didn't want to lay all the way back. The dentist was also really fantastic.  I am really grateful to have found this dental office.  Thank you.\n\nWe continue to use Peak Gentle Dental and love the personalized care they give or family.  The team always remembers, makes us as comfortable as possible and is as accommodating as possible.  We never sit and wait long to get in to see the dentist and actually always look forward to our visits."
5,"Love Dr. Ben and the staff and Peak Health Dentistry. I've never had a dentist's office call me before to tell me they were running behind schedule. Not having to wait around in their office and their consideration for my schedule was greatly appreciated. Dr. Ben explained my \""care plan\"" and Dan, my hygenist explained things to me about my teeth and gums that I never knew. Very informative, very professional...I highly recommend Peak Health Dentistry."
5,"I have been a patient here for 10 years, and I would not go anywhere else. The staff is so friendly and helpful, attentive and knowledgeable, and truly live up to the name \""Gentle Care.\"" I am offered a complimentary paraffin wax treatment for my hands during my cleanings, my jewelry is dropped in the sonic cleaner, and a warm lavender-scented blanket is available if it is chilly. The staff know my name, and remember what I was up to the last time they saw me. They are a charitable and giving group, both at work and in their free time. My teeth have never looked better and been so healthy, and my day is always better when I can start out with a visit to my dentist's office!"
5,I want to thank Monica again for such a wonderful job that she did with all 4 of my children today. She was a trooper to do all four in a row!  Our family has been at this practice for years and all the employees have been wonderful helping us with all our needs. I appreciate the care they take with my children to ensure they have a good experience.
5,This place is amazing. Kind and informative staff in an environment that is relaxed.
5,Peak Health is the only dentist I\u2019ve gone to in town and I have no intention leaving. Monica is the nicest and most down to earth hygienist I\u2019ve ever had and Dr. Mishler has been very informative about preventative care. I\u2019ll be coming back for years to come!
5,"I have been going here for over 3 years now.  I love how they make you feel welcomed when you first walk in the door.  The staff are very friendly.  I love how they explain to you what they are going to be doing to you before any cleaning. They take the time to let you know a better way to either floss, brush, etc..."
5,"Love, love, L.O.V.E the crew at Peak! We found Dr. Just shortly after we moved to Alaska almost 12 years ago. I was very particular about quality and wanted a great, faith-based dentist. The fact that he was the Alaska ACES team dentist also says  a lot! Of considerable note - I have had the SAME hygienists this whole time! There is very little staff turnover and I think that is rare in many medical offices. The team at Peak also spends time quarterly and yearly in training and conferences on the best and latest techniques. It's really great to know that NOTHING is antiquated at Peak! We regularly go and take our 4 children as well. The last time I took the children we were scheduled with multiple hygienists so we were IN and OUT in about 45 minutes! They also run a timely office and I don't think I have ever even had enough time to drink a cup of tea or coffee in the waiting room before being called back! This past year I asked if any of the hygienists would ever be open to speaking on dental health at my daughter's preschool and a team of two came out and did an awesome job with children! I feel like after all this time, not only are they excellent professionals that I TRUST and value with my family's dental health, but I now call them friends. OH - did I mention they do dental missions trips as well and have created a non-profit? So much to appreciate about their commitment to excellence, care for others, and giving back!"
5,Excellent service. Caring and understanding staff.
5,I truly love my hygienist Dan.. he\u2019s very professional and always courteous.. the front staff as well! I love that they always remember my name so I feel like family.. the Dentists are always very professional and right to the point which is why I go..
5,"I was really stressed out because of my chipped tooth, but when I walked in, Dr. Mishler was reassuring and put me at ease. He did an incredible job. I highly recommend this dentistry."
5,"I love this office, they are very friendly they can get my whole family in at the same time.  They work great with children of all ages. The staff is very nice and the Dentist does a great job. I would and do recommend to anyone."
5,Drs. Mishler and Just are awesome and I have had great experiences at Peak Health. I've had a crown and some fillings done as well as cleanings and they were all pain free and well done. They and their staff listened to my concerns and were honest and upfront with the options available. Thank you for your excellent work.
5,"Love, Love this place! I've always been terrified of the Dentists ever since young. Whenever I walk into Gentle Care, Gwynne always greets me with a smile and by my name. Tom, my Hygienist makes me feel really comfortable and distracts me by talking. Great Customer service and great place overall!"
5,"My family and I switched to Peak Health Dentistry about three years ago, and we've never been happier!\n\nPeak Health's dentists, hygienists, assistants and support staff are professional and friendly.  BY FAR, they are the most competent professionals in the dental industry.  We are very satisfied with their service and extremely glad we switched to them.  I don't have to drag my kids to the dentist because they love seeing them and they get the best dental care at Peak Heatth ."
5,"I just had my checkup + cleaning, and the service that I received was amazing. My Dr. explained everything that he was doing, made good conversation, and was super thorough. This was my first time coming here and I am very pleased with my service."
5,"Great dentist, great hygienists, great atmosphere. All the work I've had done here has been stellar. Definitely would recommend them to anyone."
5,"Amazing people, gentle hands, always a smile, and never have any issues when dealing with my teeth!"
5,"I went to see Dr. Mishler at Peak Health Dentistry a little over 1 week ago and got my wisdom teeth removed. I really enjoy dental offices NOW thanks to Dr. Mishler and his assistants! Dr. Mishler really cares about his patients and treats them with love, respect, and care. Thank you so much Peak Health Dentistry for the smooth, and easy tooth removal! :) I definitely recommend this place to everyone!!"
4,Great experience for our whole family. Comparably priced higher then other dentist we have visited but the my family loves the staff and the dentist.
5,"My experience here is awesome.  All the people are great especially Tom. Every time I visit the clinic for cleaning, etc. I feel like I don't wanna eat for a week just to let my teeth stay clean.\nI wish I could have brace someday but it's too much.\nThank you so much."
5,"Great customer service and very knowledge staff.  Dan, Dr. Just and Dr. Mishler have treated me for years with the utmost care and professionalism and I feel lucky to have found a place that knows me by name every time I show up and even when I call in! Thank you everyone at Peak Health Dentistry!"
5,"Our family invades the dentist twice a year and they are absolutely fantastic!  Highly recommended, especially if you suffer from dental anxiety."
5,"Monica is AMAZING at building trust and helping me relax before getting down to business.  Thorough and sensitive to my anxiety, I don't want to eat for hours afterward because my mouth feels so GOOD!  Yup, HIGHLY recommend them!!!"
5,Everyone and every experience has simply been AWESOME!! I had no choice but to schedule my daughter's appointment on her bday and they had a gift card to build a bear waiting when she arrived and was treated like absolute royalty during her visit. There is not 1 I would prefer to see when I schedule b/c EVERYONE IS SO AWESOME!
5,They have replaced 2 of my front caps in the last 6 years. These have been the best fitting caps I have had.  They did a great job matching the color. Ivwouls highly recommend this office.
5,I\u2019ve been going to Peak Health for years and years now. I love the employees and I\u2019ve grown a friendship with the staff. I\u2019ve never left hurting or upset. Highly recommend!
5,"This place is a dental unicorn. I've never met nicer, more authentic folks. They genuinely care, and while I had some major work done, it was pretty painless. We are fortunate to have them in Anchorage."
5,"Very personable people, from the front desk to hygienists to dentist."
5,Best dental office in Anchorage! If you\u2019re looking for an amazing hygienist and dentist. Definitely go see Monica and Dr. Mishler.
5,"Only been a patient here for a year now, but each time I've gone I've been so impressed by the kindness and positivity that the staff bring to their work.  They go out of their way to make you feel comfortable!"
4,"They have a very friendly staff that were very competent.  I love their system of being able to fill out paperwork online before you get there.  They print it out for you and all you have to do is sign it.  I saw a sign that said they do complimentary neck massage, have massage chairs, etc, but I wasn't offered any of that.  I certainly didn't need it though.  I had Dan as my hygienist and Dr. Mishler as my dentist.  Both were great and I had a very nice experience.  The front office staff have been very friendly and helpful as well.  Overall, definitely a place I would recommend."
5,My whole family goes to Peak Health Dentistry. They are great with kids and adults. Staff is very friendly and informative.
5,"2018 update:  Still extremely satisfied with our experiences here every time, all of the providers create a very professional and accommodating atmosphere.  They are always so patient with all of my kids, since we pretty much do everyone's cleanings on the same days (including my own).  Our kids love going to the dentist which says something about the level of service they provide, when you can get a 3, 5, 6, and 12 year old to sit still and get their teeth cleaned without much incident that is a huge positive. Keep up the great work!\n\nGreat place, very low stress for those that might not be too wild about dental work.  A lot of options for relaxing while getting work done.  Quick and professional services offered.  We switched the entire family over."
5,"Hands down the best dental office in town. Friendly and helpful front staff, hygienists and dentists!"
5,The staff are always friendly. Dr Just has a light hand when it comes to drilling. And they always try to make you as comfortable as possible.
5,"We have been clients of Dr just for 16 yrs and it has been wonderful! The staff is so positive, friendly and professional on every visit. They have been known to above and beyond the call of duty, on a couple of occasions they even bought my husband breakfast. PH Dentistry is the best in town hands down \ud83d\ude42\ud83d\ude42"
5,"I've always been terrified of dentist's, however that all changed when I started working with Dr. Ben and Dan. Their entire team is impressive and very caring when it comes to my teeth needs, especially when it came to my first dentist visit in a long time. Their team also provided great educational tips to take a proactive approach in my oral health."
5,A very friendly experience from start to finish. The Tooth Man took excellent care of my teeth. I appreciate the time taken and attention to detail.
5,Love Gentle Care Dentistry (Peak Health Denistry) and have been going there for at least 15 years now. Dr Mark Just and Monica have been caring for me and and my family all these years and we just love the care we have recieved there. Wouldn't go anywhere else. Highly recommend Gentle Care to anyone looking for a Dental team.
5,My kids & I have always had GREAT service from Dr. Just\u2019s friendly staff. They know how to take care of their patients & make them comfortable.
5,Fantastic team!
5,I highly recommend Dr. Ben Mishler at Peak Health Dentistry. He always takes care of you and lays out the options with the recommendation for what is best for you in your specific situation regarding what is best for your health and what is best for you financially. I feel like I am family and that I fully trust everyone in this office.
5,"Every time I visit Dr. Mishler/Dr. Just's office, I am greeted as though an old friend. I stepped away for about 4 years because of finances. Their office was not pushy or nosy. They simply sent out cards to remind me they were there to help when I was ready. My first visit back, Gwynne the receptionist, didn't miss a beat. She knew me by name as if she had just seen me yesterday. Daniel Walker is one of the best dental hygienists there is. He is the main reason I came back to their office since I no longer live or work anywhere near. The dentists are wonderful but Daniel is very very gentle on your gums and teeth. He is not judgemental about your lack of brushing and will still encourage good behaviors.  I love the country music Fridays, the heated neck wraps, and the sun glasses to keep your eyes protected at all times!"
5,Always a great experience!
5,Always very thorough and caring about comfort. Many long time employees I'm always happy to see
5,Always great-Dan is awesome! We took our 3 year old for his first dentist visit and he loved it!
5,"Tom was amazing! He made me feel very relaxed, welcomed and appreciated.\nI totally recommend him."
5,"I cannot say enough great things about the staff! Friendly, knowledgeable, caring and great at what they do! Love them!"
5,I have been a patient with Peak Health since 2002.  Since being a patient I have had the best dental care.  My current technician Monica Douthit is wonderful.  The team at Peak Health go above and beyond to ensure that you receive the best customer service.
5,Everybody at Peak Health was professional courteous.  Very good job on the teeth cleaning.
5,"This office is amazing. They always go above and beyond and make sure I am taken care of, and their excellent service has even helped alleviate some of my anxiety about going to the dentist. You guys are seriously awesome!!"
5,"Professional, caring staff. The best dental practice I\u2019ve ever been to. I would highly recommend them to anyone without reservation."
5,They are very nice. They listen to your concerns and make you feel very relaxed. My wife was in pain and was seen within 3 hours of our phone call to them. They treat you right. I recommend them for all your dental treatments. You guys rock.
5,"Great staff,  they make dental torture feel humane!"
5,I\u2019ve been going to this dentist for years. The thing that keeps me coming back is that I feel very welcomed and comfortable knowing me by name after only my first visit. The Dr. is very gentle hints the name (gentle care) when it comes to numbing the area that needs work. They really make sure you are a Priority and really listens to what you wants and needs and will do what they can to work with you. I LOVE gentle care!!! I refuse to go anywhere else. They are like my 2nd family haha
5,The best dental experience I have ever had!!!  Dr. Mishler really cares. He comes across professional and knowledgeable without arrogance.  His staff is also friendly helpful and professional.  Tom is a great Hygienist.
5,Love this place. Been going here for years now. Always make time to fit me in.
5,"I've yet to have a bad experience. They are kind, through and gentle in their practice. They have really set the standard for good dentistry. I'm excited to take my daughter to them for her first dental appointment."
5,Have been a patient  here for 14 years! Great staff! They are like family!
5,"All the staff are friendly, polite and helpful. Patient care is excellent. It has always resulted in a good dental experience. This type of service should cure most fears of having to go to the dentist."
5,Monica was a fabulous and informative dental hygienist. I really appreciated how welcomed she made me felt as well as giving me detailed explanations to all my questions.
5,"Dr Ben Mishler at Peak Health Dentistry and Mrs Monica Douthit, Dental Hygienist, are both very professional and cordial. My experience was pleasant,  all my questions answered and I was given good information to continue taking care of my oral health . I recommend this clinic wholeheartedly."
5,"Top to bottom- this the place in Anchorage to have your shiny pearls take off.  I\u2019ve travelled the world-I come back to see Tom every time I\u2019m in town.  Michael, Scotland."
5,"Very professional, courteous, informative, and interactive across all levels of service.  I have been very pleased to make the change to Peak Health.  Drs. Just and Mishler have treated all 5 members of my family with the utmost professionalism, yet in a very friendly and comfortable atmosphere.  Frank discussions about oral health are common place not \""the exception.\""  If you want more from your dentist, do not hesitate to give them a call."
5,Been going here for over 10 years. Always great care and excellent admin folks.
5,"New crown - perfect fit, first time ever for that. Taylor is such a pro !"
5,"Such a sweet, caring staff! I found my forever dental office!"
5,I met Dr. Ben about six months ago.  He is one of the nicest guys you will ever meet!  Very professional. I recommend him every chance I get.
5,"Nicest professional staff, caring, efficient & thorough in their treatment!"
5,"I love the service I receive here, from the receptionist to Tom, the Hygienist, to Dr Mishler! I enjoy every visit. The location is also very convenient and close to post."
5,"As a military spouse, I have to find a new dentist every few years. For some reason, this is one of the most difficult of all my searches. I research, ask around, read reviews, and do my due diligence before I take the plunge. So when I choose, I only pick the best. After having had well over 17 dentists in my lifetime, I can say that this is definitely one of the finest among those 17 champions.\n\nMy experiences with Peak Health Dentistry over the past year (about 4-5 visits), have all been consistently positive and professional. From the moment you walk in, there is a serene and well-decorated, yet comfortable atmosphere. Gentle music plays in the background, but not the kind that makes you think they are overselling the calm. The atmosphere is truly one of peace and acceptance, almost Zen-like. I think it has more to do with the people than anything. They genuinely seem to love their jobs--there's real joy in the office. Everyone at the front desk greets you with a genuine smile and a warm \""hello, may we help you.\""\n\nThe hygienist, (I had Tom, aka Melvin Smirgley) greets you at the appointed time and escorts you to the room. Not only is he an outstanding hygienist, addressing all of my dental concerns, but he is professional, personable, has a great sense of humor, and is an excellent conversationalist and story-teller. He spends a few minutes getting to know you as he fills out the medical questionnaire. He genuinely listens and is really good at understanding you and your interests, which makes for the good conversation. He's quite versed in a wide-variety of topics. Combine that with his sense of humor and you get this very interesting guy who keeps you so engaged, that you forget about all the noise going on in your mouth.\n\nThe doctor, (I had Dr. Mishler) is equally as professional as all his staff. Internal joy and humor must be a requirement to work there because it is part of his character as well. He is the consummate professional, and has this personalized charm and compassion that puts you at ease, like he genuinely cares about you and your health.\n\nThe entire staff has an amazing way of making you feel welcomed and valued, without any preconceived ideas, agendas, or judgement. I highly recommend this business to anyone looking for a high level of professionalism, with top-notch customer service. They have created something special in this family environment. And to top it all off, they are big on giving back--check out their dental missions. When I was searching for a dentist, this was something that caught my eye as that \""X\"" factor to set them apart.\n\nI feel very blessed that I was lead to this office and will miss them dearly when I have to depart Anchorage. But for now, I look forward to all my future appointments. How many can say that about going to the dentist?"
5,Monica is a great hygienist. Staff are friendly and welcomng.
5,Always pleasant staff and atmosphere. Feels like family.
5,My whole family has been seeing Dr. Just for the last 11 years! No complaints. The staff is great with my kids...they actually look forward to their dentist appointments!
5,Great care! Great people! Great smiles!
5,A friend of mine referred me to Gentle Care. I have been very happy with my referral and I am so glad I asked her who she recommended for a dentist in the Anchorage area. Great professionalism and courteous throughout the whole visit.
5,Just went for my first cleaning and they were awesome!
5,They have the best staff and Monica is absolutely great!
5,"Service is nice and efficient, the hygienists are comfortable to talk to, and my teeth always come out clean."
5,"Great place, super staff. I had a emergency and they got me right in. I 've had to cancel multiple times on my cleaning due to work schedule and they have been great about that too.They have days that they are open till 7:00 pm which I just found out, looks like now I can keep those cleaning appts."
5,"2 years ago, my girlfriend dragged me kicking and screaming to Dr Just. He has an amazing staff. Whether Monika is cleaning your teeth, or Tiffany or Melissa are assisting Dr Just in your dental work, your experience will be nothing short of amazing. And if Dr Just needs to be fast, he can get your work done with speed and quality. I can't thank them enough for turning my smile around. Hadn't smiled in 10+ years. Now I smile all the time. A personal thanks to the Pixie (Jennifer) at their front desk for all of the financial help/planning for the last two years."
5,"Friendly and competent staff. Made going to the dentist a pleasant experience, would recommend this place to anyone needing a dentist."
3,"Just went in for a regular cleaning and checkup. Had to wait 15 minutes past the scheduled appointment time, and when I got home to see how everything looked I found that the backs of a few teeth seemed to have been completely missed. The staff are friendly though."
5,Such a great place to get dental work. I've had some really bad experiences before and the staff here does a fantasic job at easing your anxiety. They really care about how you feel and keep you informed.\nA+ to both Dr. Just and Dr. Mishler as well.
5,"Dr. Ben is a QUALITY person, with a heart for service to others. He truly cares and has the highest integrity. That is what I look for in my service providers. I know him personally and I know you and I can trust him!"
5,"Love the folks at Peak Dentistry. Dr. Mishler is fantastic. Where else can you go to get four fillings taken care of in one visit and they are so gentle and soothing, you realize you have started to doze during the procedure? (haha, but true story) I also trust them with the smiles and dental health of my whole family. My children love going to the dentist and my husband has had some complicated issues including implants they have managed with excellence and reassurance. So happy we have found them and more thrilled they can treat our whole family."
5,Everyone is so great. They work hard to ensure you're comfortable. I recommend everyone I can.
5,Always friendly and treat you like family.
5,"Our family has been going to Peak for well over 11 years now. Their team, service and attentiveness to care is why we continue to use them for our families dental care."
5,"We love PEAK! My husband and I bring our 3 children to Peak (and go ourselves as well)... Dr. Just and Dr. Mishler are soooo great with kids! My kids are never afraid and usually very excited! They love the little goody bag they get at the end of their visit (new toothbrush, toothpaste, flossers) and the prizes in the treasure box! We also LOVE Monica as our hygienist!"
5,Dr. Mishler was great! Very knowledgable and helpful in addressing my concerns and giving me the feedback I needed. The office staff is friendly and helpful as well and were great at following up with me when I needed some research done. I'd highly recommend them!
5,I started going to here a few years ago after my life long dentist retired.  Dr. Ben Mishler and team have been great.  Plan to keep going back every 6 months.
5,"Thorough, efficient and kind!"
5,Doc Mishler and his team have been wonderful. I had a few cavities and I was up and running with just a dull ache. I have Trigeminal Neuralgia and everyone there paid attention to my needs while working on my mouth. They recommend products to help me prevent the issue because they truly do not want to have to treat cavities. They want their patients to always have a great checkup. Prevention is key and I will now take the tools I have to keep up with their excellent cleaning job!
5,"Was visiting my daughter after the birth of my first grandchild. Developed a painful toothache.  My daughter suggested I visit Peak dental as she highly  recommended  them. Needed to have 2 teeth extracted. Was extremely nervous but the care I received was incredible, pre, post and during the procedure.  They even calmed my financial fears with payment plans I could afford , as I had no dental insurance.  When I travel to Anchorage again,will revisit to see if I can make them  my \"" part time \"". Dental facility, when in Alaska.  Yes, like the care so much ... Will travel!"
5,Every single person I\u2019ve ever dealt with at Peak has been nothing but kind and professional!  Dr Ben and Dan are just the best!
5,Jen and Monica are awesome!  Excellent customer service.
5,The people here make you feel comfortable and important.
5,"Staff is friendly, explains everything they\u2019re going to do to you, very professional. Definitely keeping them."
5,Dr Mishler and his staff were very professional and thorough. They took very good care of me and attended to my every need. I live in Las Vegas and I look forward to traveling back to Alaska for my 6 month check up! 
5,Been going to GentleCare for over 20 years and have always had great experiences. Would recommend to everyone!
5,I love the people there. So professional and personal.
4,My dental procedure was completed in a very professional manner.
5,Always have a wonderful experience!
5,"Very good people, caring and gentle!"
5,"Dr. Mishler is the best!  He and the staff are nice, courteous and professional, as well as very good at what they do.  I recommend Dr. Mishler for kids and adults."
5,Nice clean place everyone is helpful and nice  good for children and adults
5,They are always very professional and do great cleaning work. Highly recommend this dentistry.
5,Great staff. Doc was thorough and gave good explainations.
5,Peak Health Dentistry offers very clean and professional services. Love the warm neck wrap and the ability to watch movies while getting work done.
5,"This is the best dentist office ever! I've been going here for years. I have never had any complaints. Dr Todd and Dr Mishler have both worked on my teeth and have done an excellent job on helping me save teeth refusing to give up on them. My hygienists over the years have all been very special and extremely friendly. Monica is the best ever, we laugh so much even when she is cleaning my teeth. I wish I could get my teeth cleaned more just to laugh. Jen and Gwen always smiling and very helpful at the front desk, no matter how many times I ask them to change up my treatment plan. :) And to mention all the volunteer work the whole practice gives  (pays it forward) to the world.  If only the world could take a cue from them, we would be such an awesome world...LOVE YOU ALL...Diana Schmitz/Diana Dunham"
5,"Dr. Ben is one of the nicest people I know. His integrity, professionalism, and caring nature ensures you are in the right hands at Peak Health Dentistry."
5,Insantly felt the freindly atmosphere. Very easy to talk to. Thanks!!!!!-
5,This is the absolute best dentist I\u2019ve ever been to. I will be so sad to move out of state because I know I\u2019ll never find a place as good as this one.
5,Been coming here for awhile now. Customer service and the services they provide are always great from the front desk to the Dentists I\u2019ve always had a good experience.
5,"The best office staff, my favorite hygienist in the world, and great dentists. What\u2019s not to love?!"
